label,left_id,left_title,left_authors,left_venue,left_year,right_id,right_title,right_authors,right_venue,right_year
0,1418,"optimal grid-clustering : towards breaking the curse of dimensionality in high-dimensional clustering a hinneburg , d keim vldb 1999",,,,53471,"b } ohm b , kriegel hp ( 1998 ) the pyramidtechnique : towards breaking the curse of dimensionality s berchtold proceedings of the 1998 acm sigmod international conference & hellip ; ,",,,
1,1205,"the pyramid-technique : towards breaking the curse of dimensionality s berchtold , c bіhm , h kriegel sigmod conference",,,1998.0,53471,"b } ohm b , kriegel hp ( 1998 ) the pyramidtechnique : towards breaking the curse of dimensionality s berchtold proceedings of the 1998 acm sigmod international conference & hellip ; ,",,,
0,322,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0,18795,"a model ofauthorization fornext-generationdatabase systems f rabitti , e bertino , w kim , d woelk acm transactions on database systems ,",,,
0,322,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0,30510,"a model of authorization for next-generation database systems acm trans on database systems ,","r fausto , b elisa , k won , w darrell",,
0,1261,panel on next generation database systems wo n't work without semantics ! j mylopoulos,,sigmod conference,1998.0,30510,"a model of authorization for next-generation database systems acm trans on database systems ,","r fausto , b elisa , k won , w darrell",,
1,322,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0,9291,visionary : a next generation visualization system for databases m stonebraker,,,
0,1698,visdb : a system for visualizing large databases sigmod conference,"d keim , h kriegel",,1995.0,9291,visionary : a next generation visualization system for databases m stonebraker,,,
0,1319,delaunay : a database visualization system sigmod conference 1997,"i cruz , m averbuch , w lucas , m radzyminski , k zhang",,,9291,visionary : a next generation visualization system for databases m stonebraker,,,
0,322,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0,60997,"a model of authorization for next-generation database systems acm transactions on database systems , 1991.0","f rabitti , e bertino , w kim , d woelk",,
0,322,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0,28908,"visdb : a system for visualizing large databases , system demonstration da keim , hp kriegel proc . acm sigmod int . conf . on management of data , san jose , & hellip ; ,",,,
1,1698,visdb : a system for visualizing large databases sigmod conference,"d keim , h kriegel",,1995.0,28908,"visdb : a system for visualizing large databases , system demonstration da keim , hp kriegel proc . acm sigmod int . conf . on management of data , san jose , & hellip ; ,",,,
0,1940,mineset ( tm ) : a system for high-end data mining and visualization 1996,,vldb,,28908,"visdb : a system for visualizing large databases , system demonstration da keim , hp kriegel proc . acm sigmod int . conf . on management of data , san jose , & hellip ; ,",,,
0,322,visionary : a next generation visualization system for databases,m stonebraker,sigmod conference,2003.0,50731,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng","proceedings of the international conference on very large & hellip ; ,",2001.0
0,277,"a system for watermarking relational databases r agrawal , p haas , j kiernan sigmod conference",,,2003.0,50731,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng","proceedings of the international conference on very large & hellip ; ,",2001.0
0,526,storing and querying ordered xml using a relational database system sigmod conference,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0,50731,vxmlr : a visual xml-relational database system,"a zhou , h lu , s zheng","proceedings of the international conference on very large & hellip ; ,",2001.0
0,2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,,acm trans . database syst .,,29635,generalized multi-dimensional data mapping and query processing 2005.0,"r zhang , p kalnis , bc ooi , kl tan","acm transactions on database systems ,",
0,2022,"efficient query processing for multi-dimensionally clustered tables in db2 b bhattacharjee , s padmanabhan , t malkemus , t lai , l cranston , m huras",,vldb,2003.0,29635,generalized multi-dimensional data mapping and query processing 2005.0,"r zhang , p kalnis , bc ooi , kl tan","acm transactions on database systems ,",
0,2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,,acm trans . database syst .,,39935,"a cost model for query optimization using r-trees wg aref , h samet",,"acm-gis ,",
0,453,"rate-based query optimization for streaming information sources s viglas , j naughton sigmod conference 2002",,,,39935,"a cost model for query optimization using r-trees wg aref , h samet",,"acm-gis ,",
0,1004,query optimization for selections using bitmaps sigmod conference 1999,m wu,,,39935,"a cost model for query optimization using r-trees wg aref , h samet",,"acm-gis ,",
0,2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,,acm trans . database syst .,,8593,a cost model for nearest neighbor search in high-dimensional data space,"s berchtold , hp kriegel",,
0,1807,fast nearest neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z protopapas",vldb,1996.0,8593,a cost model for nearest neighbor search in high-dimensional data space,"s berchtold , hp kriegel",,
0,1639,"fast high-dimensional data search in incomplete databases b ooi , c goh , k tan 1998",,vldb,,8593,a cost model for nearest neighbor search in high-dimensional data space,"s berchtold , hp kriegel",,
0,2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,,acm trans . database syst .,,19991,"contorting high dimensional data for efficient main memory knn processing proceedings of the acm sigmod international conference on & hellip ; , 2003.0","b cui , bc ooi , j su , kl tan",,
1,2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,,acm trans . database syst .,,13937,"a cost model for query processing in high dimensional data spaces acm transactions on database systems , 2000.0","acm transactions on database systems , 2000",,
0,2314,a cost model for query processing in high dimensional data spaces c bіhm 2000,,acm trans . database syst .,,53716,"a state transition model for distributed query processing s lafortune , e wong acm transactions on database systems , 1986.0",,,
1,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,17108,"bgigascope : a stream database for network applications , ^ in proceedings of the acm international","c cranor , t johnson , o spataschek , v shkapenyuk",,2003.0
0,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,16478,streamit : a language for streaming applications 2002.0,"w thies , m karczmarek , s amarasinghe","lecture notes in computer science ,",
1,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,23632,gigascope : a stream database for network applications 2003.0,"cd cranor , t johnson , v shkapenyuk","sigmod conference ,",
1,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,28022,"a stream database for network applications c cranor , t johnson , o spataschek , vs gigascope proceedings of the 2003 acm sigmod international conference",,,
0,1692,paradise : a database system for gis applications sigmod conference,p team,,1995.0,28022,"a stream database for network applications c cranor , t johnson , o spataschek , vs gigascope proceedings of the 2003 acm sigmod international conference",,,
0,2094,combi-operator : database support for data mining applications vldb 2003,"a hinneburg , w lehner , d habich",,,28022,"a stream database for network applications c cranor , t johnson , o spataschek , vs gigascope proceedings of the 2003 acm sigmod international conference",,,
0,1938,tribeca : a stream database manager for network traffic analysis vldb,m sullivan,,1996.0,28022,"a stream database for network applications c cranor , t johnson , o spataschek , vs gigascope proceedings of the 2003 acm sigmod international conference",,,
0,304,gigascope : a stream database for network applications sigmod conference 2003,"c cranor , t johnson , o spatscheck , v shkapenyuk",,,26578,"tribeca : a stream database manager for network traffic analysis proceedings of the international conference on very large & hellip ; , 1996.0",m sullivan,,
1,1938,tribeca : a stream database manager for network traffic analysis vldb,m sullivan,,1996.0,26578,"tribeca : a stream database manager for network traffic analysis proceedings of the international conference on very large & hellip ; , 1996.0",m sullivan,,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,47649,"concurrency control and recovery of multidatabase work flows in telecommunication applications ww jin , a sheth sigmod record ,",,,1993.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,23411,a theory of global concurrency control in multidatabase systems,"a zhang , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",1993.0
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,23411,a theory of global concurrency control in multidatabase systems,"a zhang , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",1993.0
0,2082,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,23411,a theory of global concurrency control in multidatabase systems,"a zhang , ak elmagarmid","the vldb journal the international journal on very large & hellip ; ,",1993.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,32512,problems of optimistic concurrency control in distributed database systems 1982.0,g schlageter,"acm sigmod record ,",
0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,32512,problems of optimistic concurrency control in distributed database systems 1982.0,g schlageter,"acm sigmod record ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,41678,system level concurrency control for distributed database systems 1978.0,"dj rosenkrantz , re stearns , pm lewis","acm transactions on database systems ,",
0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,41678,system level concurrency control for distributed database systems 1978.0,"dj rosenkrantz , re stearns , pm lewis","acm transactions on database systems ,",
0,1239,"smooth - a distributed multimedia database system h kosch , l bіszіrmщnyi , a bachlechner , c hanin , c hofbauer , m lang , c riedler , r tusch vldb 2001",,,,41678,system level concurrency control for distributed database systems 1978.0,"dj rosenkrantz , re stearns , pm lewis","acm transactions on database systems ,",
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,41678,system level concurrency control for distributed database systems 1978.0,"dj rosenkrantz , re stearns , pm lewis","acm transactions on database systems ,",
0,1296,"highly concurrent cache consistency for indices in client-server database systems m zaharioudakis , m carey 1997",,sigmod conference,,41678,system level concurrency control for distributed database systems 1978.0,"dj rosenkrantz , re stearns , pm lewis","acm transactions on database systems ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,13782,"index concurrency control in firm real-time database systems b goyal , jr haritsa , s seshadri , v srinivasan proceedings of the 21th international conference on very & hellip ; ,",,,1995.0
0,1741,"secure buffering in firm real-time database systems b george , j haritsa vldb",,,1998.0,13782,"index concurrency control in firm real-time database systems b goyal , jr haritsa , s seshadri , v srinivasan proceedings of the 21th international conference on very & hellip ; ,",,,1995.0
0,667,advances in real-time database systems research sigmod record,a bestavros,,1996.0,13782,"index concurrency control in firm real-time database systems b goyal , jr haritsa , s seshadri , v srinivasan proceedings of the 21th international conference on very & hellip ; ,",,,1995.0
0,649,report on first international workshop on real-time database systems 1996,,,,13782,"index concurrency control in firm real-time database systems b goyal , jr haritsa , s seshadri , v srinivasan proceedings of the 21th international conference on very & hellip ; ,",,,1995.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,42806,system-level concurrency control for distributed database systems acm trans,"d rosenkrantz , r stearns , p lewis","database syst ,",
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,42806,system-level concurrency control for distributed database systems acm trans,"d rosenkrantz , r stearns , p lewis","database syst ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,22536,generic database cost models for hierarchical memory systems,"s manegold , pa boncz , ml kersten","vldb ,",2002.0
0,1578,"recovery protocols for shared memory database systems l molesky , k ramamritham sigmod conference 1995",,,,22536,generic database cost models for hierarchical memory systems,"s manegold , pa boncz , ml kersten","vldb ,",2002.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,17387,"a theory of global control in multidatabase systems a zhang , ak elmagarmid",,the vldb,
0,2082,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,17387,"a theory of global control in multidatabase systems a zhang , ak elmagarmid",,the vldb,
0,1845,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,17387,"a theory of global control in multidatabase systems a zhang , ak elmagarmid",,the vldb,
0,160,the impact of global clustering on spatial database systems,"t brinkhoff , h kriegel",vldb,1994.0,17387,"a theory of global control in multidatabase systems a zhang , ak elmagarmid",,the vldb,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,38922,"concurrency controlina system fordistributed databases ( sdd-1 ) pa bernstein , dw shipman , jb rothnie",,"acm transactions on database systems ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,12829,"concurrency control in database structures with relaxed balance o nurmi , e soisalon-soininen , d wood",,"proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987.0
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,12829,"concurrency control in database structures with relaxed balance o nurmi , e soisalon-soininen , d wood",,"proceedings of the sixth acm sigact-sigmod-sigart symposium & hellip ; ,",1987.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,18285,"optimistic priority-based concurrency control protocol for firm real-time database systems information & software technology ,","jh kim , hs shin",,
0,1741,"secure buffering in firm real-time database systems b george , j haritsa vldb",,,1998.0,18285,"optimistic priority-based concurrency control protocol for firm real-time database systems information & software technology ,","jh kim , hs shin",,
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,18285,"optimistic priority-based concurrency control protocol for firm real-time database systems information & software technology ,","jh kim , hs shin",,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,55719,dynamic load balancing in hierarchical parallel database systems 1996.0,"l bouganim , d florescu , p valduriez","rapport de recherche-institut national de recherche en & hellip ; ,",
0,17,"managing intra-operator parallelism in parallel database systems m mehta , d dewitt vldb",,,1995.0,55719,dynamic load balancing in hierarchical parallel database systems 1996.0,"l bouganim , d florescu , p valduriez","rapport de recherche-institut national de recherche en & hellip ; ,",
1,1796,dynamic load balancing in hierarchical parallel database systems 1996,"l bouganim , d florescu , p valduriez",vldb,,55719,dynamic load balancing in hierarchical parallel database systems 1996.0,"l bouganim , d florescu , p valduriez","rapport de recherche-institut national de recherche en & hellip ; ,",
0,1957,dynamic multi-resource load balancing in parallel database systems vldb,"e rahm , r marek",,1995.0,55719,dynamic load balancing in hierarchical parallel database systems 1996.0,"l bouganim , d florescu , p valduriez","rapport de recherche-institut national de recherche en & hellip ; ,",
0,1816,parallel database systems in the 1990 's m carey 1994,,sigmod conference,,55719,dynamic load balancing in hierarchical parallel database systems 1996.0,"l bouganim , d florescu , p valduriez","rapport de recherche-institut national de recherche en & hellip ; ,",
0,839,"towards self-tuning data placement in parallel database systems m lee , m kitsuregawa , b ooi , k tan , a mondal sigmod conference",,,2000.0,55719,dynamic load balancing in hierarchical parallel database systems 1996.0,"l bouganim , d florescu , p valduriez","rapport de recherche-institut national de recherche en & hellip ; ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,6239,"interoperability in multidatabase systems d mcleod , a sheth tutorial notes-the 20th vldb conference , september ,",,,
0,12,mpeg-7 and multimedia database systems,h kosch,sigmod record,2002.0,6239,"interoperability in multidatabase systems d mcleod , a sheth tutorial notes-the 20th vldb conference , september ,",,,
0,2082,on the costs of multilingualism in database systems 2003,"a kumaran , j haritsa",vldb,,6239,"interoperability in multidatabase systems d mcleod , a sheth tutorial notes-the 20th vldb conference , september ,",,,
0,798,metu interoperable database system sigmod record 1995,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",,,6239,"interoperability in multidatabase systems d mcleod , a sheth tutorial notes-the 20th vldb conference , september ,",,,
0,1845,"a language based multidatabase system e kќhn , t tschernko , k schwarz sigmod conference",,,1994.0,6239,"interoperability in multidatabase systems d mcleod , a sheth tutorial notes-the 20th vldb conference , september ,",,,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,58244,"concurrency control in a groupware system c hllis , s gibbs",,"proc . acm sigmod â ?? 89 , seattle , wa ,",
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,58244,"concurrency control in a groupware system c hllis , s gibbs",,"proc . acm sigmod â ?? 89 , seattle , wa ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,62379,mixed concurrency control : dealing with heterogeneity in distributed database systems,"jf pons , jf vilarem","vldb ,",1988.0
0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,62379,mixed concurrency control : dealing with heterogeneity in distributed database systems,"jf pons , jf vilarem","vldb ,",1988.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,31286,concurrency control in generalized search trees,"m kornacker , c mohan , jm hellerstein","proc . acm sigmod int . conf . on management of data ,",
0,1240,"concurrency and recovery in generalized search trees m kornacker , c mohan , j hellerstein sigmod conference 1997",,,,31286,concurrency control in generalized search trees,"m kornacker , c mohan , jm hellerstein","proc . acm sigmod int . conf . on management of data ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,41110,concurrency control and recovery in database systems,acms anthology,,
0,2411,"concurrency and recovery for index trees d lomet , b salzberg vldb j.",,,1997.0,41110,concurrency control and recovery in database systems,acms anthology,,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,6422,"concurrency control in group systems ca ellis , sj gibbs",,"sigmod record ( acm special interest group on management of & hellip ; ,",
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,6422,"concurrency control in group systems ca ellis , sj gibbs",,"sigmod record ( acm special interest group on management of & hellip ; ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,27188,"database concurrency control using data flow graphs mh eich , dl wells 1988.0",,"acm transactions on database systems ,",
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,27188,"database concurrency control using data flow graphs mh eich , dl wells 1988.0",,"acm transactions on database systems ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,21667,concurrency control,hjrr index,"ieee transactions on knowledge and data engineering ,",
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,4742,logical concurrency control for large objects in a multidatabase system,gk attaluri,,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,32731,concurrency in database systems - a simulation study,"r munz , g krenz",,
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,32731,concurrency in database systems - a simulation study,"r munz , g krenz",,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,45137,"concurrency control and recovery in database systems pa bernstein , v hadzilacos , n goodman",,,1987.0
0,495,coordinating backup/recovery and data consistency between database and file systems sigmod conference,"s bhattacharya , c mohan , k brannon , i narang , h hsiao , m subramanian",,2002.0,45137,"concurrency control and recovery in database systems pa bernstein , v hadzilacos , n goodman",,,1987.0
0,1296,"highly concurrent cache consistency for indices in client-server database systems m zaharioudakis , m carey 1997",,sigmod conference,,45137,"concurrency control and recovery in database systems pa bernstein , v hadzilacos , n goodman",,,1987.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,41141,"a system level concurrency control for distributed database systems dj rozenkrantz , re stearns , pm lewis acm trans on database systems ,",,,
0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,41141,"a system level concurrency control for distributed database systems dj rozenkrantz , re stearns , pm lewis acm trans on database systems ,",,,
0,837,mocha : a self-extensible database middleware system for distributed data sources 2000,"m rodriguez-martinez , n roussopoulos",sigmod conference,,41141,"a system level concurrency control for distributed database systems dj rozenkrantz , re stearns , pm lewis acm trans on database systems ,",,,
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,41141,"a system level concurrency control for distributed database systems dj rozenkrantz , re stearns , pm lewis acm trans on database systems ,",,,
0,1296,"highly concurrent cache consistency for indices in client-server database systems m zaharioudakis , m carey 1997",,sigmod conference,,41141,"a system level concurrency control for distributed database systems dj rozenkrantz , re stearns , pm lewis acm trans on database systems ,",,,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,9801,a pessimistic concurrency control algorithm in multidatabase systems .,acms anthology,,
0,56,index concurrency control in firm real-time database systems,"b goyal , j haritsa , s seshadri , v srinivasan",vldb,1995.0,9801,a pessimistic concurrency control algorithm in multidatabase systems .,acms anthology,,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,18868,concurrency control in database systems : a step towards the integration of optimistic methods and g lausen,,proceedings of the,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,23109,"concurrency control in a system for distributed databases acm tods ,","bb pa , dw shipman , jb rothnr jr",,
0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,23109,"concurrency control in a system for distributed databases acm tods ,","bb pa , dw shipman , jb rothnr jr",,
0,837,mocha : a self-extensible database middleware system for distributed data sources 2000,"m rodriguez-martinez , n roussopoulos",sigmod conference,,23109,"concurrency control in a system for distributed databases acm tods ,","bb pa , dw shipman , jb rothnr jr",,
0,1296,"highly concurrent cache consistency for indices in client-server database systems m zaharioudakis , m carey 1997",,sigmod conference,,23109,"concurrency control in a system for distributed databases acm tods ,","bb pa , dw shipman , jb rothnr jr",,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,34217,"timestamp-based algorithms for concurrency control in distributed database systems vldb , 1980.0","pa bernstein , n goodman",,
0,1401,revisiting commit processing in distributed database systems 1997,"r gupta , j haritsa , k ramamritham",sigmod conference,,34217,"timestamp-based algorithms for concurrency control in distributed database systems vldb , 1980.0","pa bernstein , n goodman",,
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,14924,"concurrency control in multilevel-secure databases based on replicated architecture b kogan , s jajodia acm sigmod record ,",,,1990.0
0,2420,"concurrency control in hierarchical multidatabase systems s mehrotra , h korth , a silberschatz vldb j. 1997",,,,44869,"concurrency control in groupware systems ca ellis , sj gibbs sigmod conference , 1989.0",,,
1,1662,"workflow automation : applications , technology , and research ( tutorial )",,,1995.0,31411,"workflow automation : technology , applications , and research caise 95 tutorial",a sheth,,
1,1662,"workflow automation : applications , technology , and research ( tutorial )",,,1995.0,38958,"workflow automation : applications , technology and research : tutorial notes",a sheth,"sigmod conference ,",
1,1662,"workflow automation : applications , technology , and research ( tutorial )",,,1995.0,52631,"workflow automation : applications , technology and research",a sheth,"sigmod record ,",1995.0
0,299,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0,48430,middle-tier database caching for e-business,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo",,
1,564,"middle-tier database caching for e-business q luo , s krishnamurthy , c mohan , h pirahesh , h woo , b lindsay , j naughton",,sigmod conference,2002.0,48430,middle-tier database caching for e-business,"q luo , s krishnamurthy , c mohan , h pirahesh , h woo",,
1,299,"dbcache : middle-tier database caching for highly scalable e-business architectures c bornhіvd , m altinel , s krishnamurthy , c mohan , h pirahesh , b reinwald",,sigmod conference,2003.0,56306,"dbcache : middle-tier database caching for highly scalable e-business architectures proceedings of acm sigmod , san diego ,","c bornovd , m altinel , s krishnamurthy , c mohan , h",,
0,564,"middle-tier database caching for e-business q luo , s krishnamurthy , c mohan , h pirahesh , h woo , b lindsay , j naughton",,sigmod conference,2002.0,56306,"dbcache : middle-tier database caching for highly scalable e-business architectures proceedings of acm sigmod , san diego ,","c bornovd , m altinel , s krishnamurthy , c mohan , h",,
0,1511,"a scalable and highly available networked database architecture r bamford , r ahad , a pruscino",,vldb,1999.0,56306,"dbcache : middle-tier database caching for highly scalable e-business architectures proceedings of acm sigmod , san diego ,","c bornovd , m altinel , s krishnamurthy , c mohan , h",,
0,1916,research in database engineering at the university of namur j hainaut,,sigmod record,2003.0,23614,"database research at the university of oklahoma l brown , r dirckze , s guinepain , c sanchez , b acm sigmod record , 1999.0",,,
0,535,"the database and information system research group at the university of ulm p dadam , w klas sigmod record",,,1997.0,23614,"database research at the university of oklahoma l brown , r dirckze , s guinepain , c sanchez , b acm sigmod record , 1999.0",,,
0,1998,"database research at ut arlington s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",,sigmod record,2003.0,23614,"database research at the university of oklahoma l brown , r dirckze , s guinepain , c sanchez , b acm sigmod record , 1999.0",,,
0,74,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,23614,"database research at the university of oklahoma l brown , r dirckze , s guinepain , c sanchez , b acm sigmod record , 1999.0",,,
0,852,"data and knowledge base research at hong kong university of science and technology p drew , b hamidzadeh , k karlapalem , a kean , d lee , q li , f lochovsky , c shum , b wќthrich sigmod record 1995",,,,23614,"database research at the university of oklahoma l brown , r dirckze , s guinepain , c sanchez , b acm sigmod record , 1999.0",,,
0,676,"database research at the indian institute of technology , bombay sigmod record 1996","d phatak , n sarda , s seshadri , s sudarshan",,,23614,"database research at the university of oklahoma l brown , r dirckze , s guinepain , c sanchez , b acm sigmod record , 1999.0",,,
0,1916,research in database engineering at the university of namur j hainaut,,sigmod record,2003.0,46913,"professor at the university of washington civil engineering department personal communication . seattle , washington ,",s burges,,
0,1916,research in database engineering at the university of namur j hainaut,,sigmod record,2003.0,51641,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
0,464,"database research at the university of oklahoma l gruenwald , l brown , r dirckze , s guinepain , c sсnchez , b summers , s vanichayobon",,sigmod record,1999.0,51641,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
0,1998,"database research at ut arlington s chakravarthy , y aslandogan , r elmasri , l fegaras , j oh",,sigmod record,2003.0,51641,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
0,581,"database research at columbia university s chang , l gravano , g kaiser , k ross , s stolfo 1998",,sigmod record,,51641,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
0,696,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,,51641,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
1,74,"database research at the university of illinois at urbana-champaign m winslett , k chang , a doan , j han , c zhai , y zhou sigmod record 2002",,,,51641,database research at the university of illinois at urbana-champaign,"m winslett , kcc chang , ah doan , j han , c zhai , y","sigmod record ,",2002.0
0,1916,research in database engineering at the university of namur j hainaut,,sigmod record,2003.0,33318,"database research activities at the university of vienna mptmg pernul , m polaschek , am tjoa , g vinek",,"sigmod record ,",1992.0
0,535,"the database and information system research group at the university of ulm p dadam , w klas sigmod record",,,1997.0,33318,"database research activities at the university of vienna mptmg pernul , m polaschek , am tjoa , g vinek",,"sigmod record ,",1992.0
